date,openPrice,highPrice,lowPrice,closePrice,totalSoybeanMealSupply,totalSoybeanMealDemand,soybeanOilSupply,soybeanOilDemand,sunflowerSeedPrice,Month,canolaPrice,peanutsPrice,flaxseedPrice,soybeanOilPrice,cottonseedOilPrice,sunflowerseedOilPrice,canolaOilPrice,peanutOilPrice,cornOilPrice,soybeanMealPrice,cottonseedmealPrice,sunflowerseedMealPrice,linseedMealPrice
12/05/2017,1010.0,1010.0,1010.0,1010.0,4594.2,4039.3,3737.0,1786.4,17.0,December,16.7,23.0,9.34,32.27,34.25,54.8,38.65,65.2,33.96,319.22,232.5,185.0,209.17
12/06/2017,1006.25,1006.25,1006.25,1006.25,4594.2,4039.3,3737.0,1786.4,17.0,December,16.7,23.0,9.34,32.27,34.25,54.8,38.65,65.2,33.96,319.22,232.5,185.0,209.17
12/07/2017,997.25,997.25,997.25,997.25,4594.2,4039.3,3737.0,1786.4,17.0,December,16.7,23.0,9.34,32.27,34.25,54.8,38.65,65.2,33.96,319.22,232.5,185.0,209.17
12/08/2017,996.0,996.0,996.0,996.0,4594.2,4039.3,3737.0,1786.4,17.0,December,16.7,23.0,9.34,32.27,34.25,54.8,38.65,65.2,33.96,319.22,232.5,185.0,209.17
12/11/2017,992.0,992.0,992.0,992.0,4594.2,4039.3,3737.0,1786.4,17.0,December,16.7,23.0,9.34,32.27,34.25,54.8,38.65,65.2,33.96,319.22,232.5,185.0,209.17
12/12/2017,987.5,987.5,987.5,987.5,4594.2,4039.3,3737.0,1786.4,17.0,December,16.7,23.0,9.34,32.27,34.25,54.8,38.65,65.2,33.96,319.22,232.5,185.0,209.17
12/13/2017,990.5,990.5,990.5,990.5,4594.2,4039.3,3737.0,1786.4,17.0,December,16.7,23.0,9.34,32.27,34.25,54.8,38.65,65.2,33.96,319.22,232.5,185.0,209.17
12/14/2017,984.0,984.0,984.0,984.0,4594.2,4039.3,3737.0,1786.4,17.0,December,16.7,23.0,9.34,32.27,34.25,54.8,38.65,65.2,33.96,319.22,232.5,185.0,209.17
12/15/2017,984.25,984.25,984.25,984.25,4594.2,4039.3,3737.0,1786.4,17.0,December,16.7,23.0,9.34,32.27,34.25,54.8,38.65,65.2,33.96,319.22,232.5,185.0,209.17
12/18/2017,980.25,980.25,980.25,980.25,4594.2,4039.3,3737.0,1786.4,17.0,December,16.7,23.0,9.34,32.27,34.25,54.8,38.65,65.2,33.96,319.22,232.5,185.0,209.17
12/19/2017,976.5,976.5,976.5,976.5,4594.2,4039.3,3737.0,1786.4,17.0,December,16.7,23.0,9.34,32.27,34.25,54.8,38.65,65.2,33.96,319.22,232.5,185.0,209.17
12/20/2017,976.0,976.0,976.0,976.0,4594.2,4039.3,3737.0,1786.4,17.0,December,16.7,23.0,9.34,32.27,34.25,54.8,38.65,65.2,33.96,319.22,232.5,185.0,209.17
12/21/2017,976.25,976.25,976.25,976.25,4594.2,4039.3,3737.0,1786.4,17.0,December,16.7,23.0,9.34,32.27,34.25,54.8,38.65,65.2,33.96,319.22,232.5,185.0,209.17
12/22/2017,976.75,976.75,976.75,976.75,4594.2,4039.3,3737.0,1786.4,17.0,December,16.7,23.0,9.34,32.27,34.25,54.8,38.65,65.2,33.96,319.22,232.5,185.0,209.17
12/26/2017,984.75,984.75,984.75,984.75,4594.2,4039.3,3737.0,1786.4,17.0,December,16.7,23.0,9.34,32.27,34.25,54.8,38.65,65.2,33.96,319.22,232.5,185.0,209.17
12/27/2017,984.25,984.25,984.25,984.25,4594.2,4039.3,3737.0,1786.4,17.0,December,16.7,23.0,9.34,32.27,34.25,54.8,38.65,65.2,33.96,319.22,232.5,185.0,209.17
12/28/2017,979.5,979.5,979.5,979.5,4594.2,4039.3,3737.0,1786.4,17.0,December,16.7,23.0,9.34,32.27,34.25,54.8,38.65,65.2,33.96,319.22,232.5,185.0,209.17
12/29/2017,981.25,981.25,981.25,981.25,4594.2,4039.3,3737.0,1786.4,17.0,December,16.7,23.0,9.34,32.27,34.25,54.8,38.65,65.2,33.96,319.22,232.5,185.0,209.17
01/02/2018,986.25,986.25,986.25,986.25,4730.6,4320.6,3968.4,1728.6,17.6,January,17.7,22.9,9.39,31.61,32.75,55.5,38.31,66.13,30.68,322.6,259.0,178.0,215.5
01/03/2018,987.0,987.0,987.0,987.0,4730.6,4320.6,3968.4,1728.6,17.6,January,17.7,22.9,9.39,31.61,32.75,55.5,38.31,66.13,30.68,322.6,259.0,178.0,215.5
01/04/2018,986.25,986.25,986.25,986.25,4730.6,4320.6,3968.4,1728.6,17.6,January,17.7,22.9,9.39,31.61,32.75,55.5,38.31,66.13,30.68,322.6,259.0,178.0,215.5
01/05/2018,988.0,988.0,988.0,988.0,4730.6,4320.6,3968.4,1728.6,17.6,January,17.7,22.9,9.39,31.61,32.75,55.5,38.31,66.13,30.68,322.6,259.0,178.0,215.5
01/08/2018,986.75,986.75,986.75,986.75,4730.6,4320.6,3968.4,1728.6,17.6,January,17.7,22.9,9.39,31.61,32.75,55.5,38.31,66.13,30.68,322.6,259.0,178.0,215.5
01/09/2018,985.75,985.75,985.75,985.75,4730.6,4320.6,3968.4,1728.6,17.6,January,17.7,22.9,9.39,31.61,32.75,55.5,38.31,66.13,30.68,322.6,259.0,178.0,215.5
01/10/2018,978.75,978.75,978.75,978.75,4730.6,4320.6,3968.4,1728.6,17.6,January,17.7,22.9,9.39,31.61,32.75,55.5,38.31,66.13,30.68,322.6,259.0,178.0,215.5
01/11/2018,977.0,977.0,977.0,977.0,4730.6,4320.6,3968.4,1728.6,17.6,January,17.7,22.9,9.39,31.61,32.75,55.5,38.31,66.13,30.68,322.6,259.0,178.0,215.5
01/12/2018,989.0,989.0,989.0,989.0,4730.6,4320.6,3968.4,1728.6,17.6,January,17.7,22.9,9.39,31.61,32.75,55.5,38.31,66.13,30.68,322.6,259.0,178.0,215.5
01/16/2018,991.75,991.75,991.75,991.75,4730.6,4320.6,3968.4,1728.6,17.6,January,17.7,22.9,9.39,31.61,32.75,55.5,38.31,66.13,30.68,322.6,259.0,178.0,215.5
01/17/2018,991.75,991.75,991.75,991.75,4730.6,4320.6,3968.4,1728.6,17.6,January,17.7,22.9,9.39,31.61,32.75,55.5,38.31,66.13,30.68,322.6,259.0,178.0,215.5
01/18/2018,995.75,995.75,995.75,995.75,4730.6,4320.6,3968.4,1728.6,17.6,January,17.7,22.9,9.39,31.61,32.75,55.5,38.31,66.13,30.68,322.6,259.0,178.0,215.5
01/19/2018,996.0,996.0,996.0,996.0,4730.6,4320.6,3968.4,1728.6,17.6,January,17.7,22.9,9.39,31.61,32.75,55.5,38.31,66.13,30.68,322.6,259.0,178.0,215.5
01/22/2018,999.0,999.0,999.0,999.0,4730.6,4320.6,3968.4,1728.6,17.6,January,17.7,22.9,9.39,31.61,32.75,55.5,38.31,66.13,30.68,322.6,259.0,178.0,215.5
01/23/2018,1001.25,1001.25,1001.25,1001.25,4730.6,4320.6,3968.4,1728.6,17.6,January,17.7,22.9,9.39,31.61,32.75,55.5,38.31,66.13,30.68,322.6,259.0,178.0,215.5
01/24/2018,1003.75,1003.75,1003.75,1003.75,4730.6,4320.6,3968.4,1728.6,17.6,January,17.7,22.9,9.39,31.61,32.75,55.5,38.31,66.13,30.68,322.6,259.0,178.0,215.5
01/25/2018,1004.75,1004.75,1004.75,1004.75,4730.6,4320.6,3968.4,1728.6,17.6,January,17.7,22.9,9.39,31.61,32.75,55.5,38.31,66.13,30.68,322.6,259.0,178.0,215.5
01/26/2018,1001.5,1001.5,1001.5,1001.5,4730.6,4320.6,3968.4,1728.6,17.6,January,17.7,22.9,9.39,31.61,32.75,55.5,38.31,66.13,30.68,322.6,259.0,178.0,215.5
01/29/2018,1004.0,1004.0,1004.0,1004.0,4730.6,4320.6,3968.4,1728.6,17.6,January,17.7,22.9,9.39,31.61,32.75,55.5,38.31,66.13,30.68,322.6,259.0,178.0,215.5
01/30/2018,1007.0,1007.0,1007.0,1007.0,4730.6,4320.6,3968.4,1728.6,17.6,January,17.7,22.9,9.39,31.61,32.75,55.5,38.31,66.13,30.68,322.6,259.0,178.0,215.5
01/31/2018,1004.25,1004.25,1004.25,1004.25,4730.6,4320.6,3968.4,1728.6,17.6,January,17.7,22.9,9.39,31.61,32.75,55.5,38.31,66.13,30.68,322.6,259.0,178.0,215.5
02/01/2018,999.75,999.75,999.75,999.75,4357.7,3901.9,4170.6,1745.3,17.7,February,18.3,22.7,9.81,30.63,31.44,55.0,37.44,66.63,29.72,362.85,303.13,185.63,233.13
02/02/2018,994.0,994.0,994.0,994.0,4357.7,3901.9,4170.6,1745.3,17.7,February,18.3,22.7,9.81,30.63,31.44,55.0,37.44,66.63,29.72,362.85,303.13,185.63,233.13
02/05/2018,989.0,989.0,989.0,989.0,4357.7,3901.9,4170.6,1745.3,17.7,February,18.3,22.7,9.81,30.63,31.44,55.0,37.44,66.63,29.72,362.85,303.13,185.63,233.13
02/06/2018,1000.75,1000.75,1000.75,1000.75,4357.7,3901.9,4170.6,1745.3,17.7,February,18.3,22.7,9.81,30.63,31.44,55.0,37.44,66.63,29.72,362.85,303.13,185.63,233.13
02/07/2018,996.75,996.75,996.75,996.75,4357.7,3901.9,4170.6,1745.3,17.7,February,18.3,22.7,9.81,30.63,31.44,55.0,37.44,66.63,29.72,362.85,303.13,185.63,233.13
02/08/2018,1000.25,1000.25,1000.25,1000.25,4357.7,3901.9,4170.6,1745.3,17.7,February,18.3,22.7,9.81,30.63,31.44,55.0,37.44,66.63,29.72,362.85,303.13,185.63,233.13
02/09/2018,996.0,996.0,996.0,996.0,4357.7,3901.9,4170.6,1745.3,17.7,February,18.3,22.7,9.81,30.63,31.44,55.0,37.44,66.63,29.72,362.85,303.13,185.63,233.13
02/12/2018,1002.75,1002.75,1002.75,1002.75,4357.7,3901.9,4170.6,1745.3,17.7,February,18.3,22.7,9.81,30.63,31.44,55.0,37.44,66.63,29.72,362.85,303.13,185.63,233.13
02/13/2018,1002.75,1002.75,1002.75,1002.75,4357.7,3901.9,4170.6,1745.3,17.7,February,18.3,22.7,9.81,30.63,31.44,55.0,37.44,66.63,29.72,362.85,303.13,185.63,233.13
02/14/2018,999.25,999.25,999.25,999.25,4357.7,3901.9,4170.6,1745.3,17.7,February,18.3,22.7,9.81,30.63,31.44,55.0,37.44,66.63,29.72,362.85,303.13,185.63,233.13
02/15/2018,1003.75,1003.75,1003.75,1003.75,4357.7,3901.9,4170.6,1745.3,17.7,February,18.3,22.7,9.81,30.63,31.44,55.0,37.44,66.63,29.72,362.85,303.13,185.63,233.13
02/16/2018,1003.0,1003.0,1003.0,1003.0,4357.7,3901.9,4170.6,1745.3,17.7,February,18.3,22.7,9.81,30.63,31.44,55.0,37.44,66.63,29.72,362.85,303.13,185.63,233.13
02/20/2018,1005.25,1005.25,1005.25,1005.25,4357.7,3901.9,4170.6,1745.3,17.7,February,18.3,22.7,9.81,30.63,31.44,55.0,37.44,66.63,29.72,362.85,303.13,185.63,233.13
02/21/2018,1005.75,1005.75,1005.75,1005.75,4357.7,3901.9,4170.6,1745.3,17.7,February,18.3,22.7,9.81,30.63,31.44,55.0,37.44,66.63,29.72,362.85,303.13,185.63,233.13
02/22/2018,1004.75,1004.75,1004.75,1004.75,4357.7,3901.9,4170.6,1745.3,17.7,February,18.3,22.7,9.81,30.63,31.44,55.0,37.44,66.63,29.72,362.85,303.13,185.63,233.13
02/23/2018,1007.25,1007.25,1007.25,1007.25,4357.7,3901.9,4170.6,1745.3,17.7,February,18.3,22.7,9.81,30.63,31.44,55.0,37.44,66.63,29.72,362.85,303.13,185.63,233.13
02/26/2018,1005.75,1007.75,1005.75,1007.75,4357.7,3901.9,4170.6,1745.3,17.7,February,18.3,22.7,9.81,30.63,31.44,55.0,37.44,66.63,29.72,362.85,303.13,185.63,233.13
02/27/2018,1006.25,1006.25,1006.25,1006.25,4357.7,3901.9,4170.6,1745.3,17.7,February,18.3,22.7,9.81,30.63,31.44,55.0,37.44,66.63,29.72,362.85,303.13,185.63,233.13
02/28/2018,1005.5,1005.5,1005.5,1005.5,4357.7,3901.9,4170.6,1745.3,17.7,February,18.3,22.7,9.81,30.63,31.44,55.0,37.44,66.63,29.72,362.85,303.13,185.63,233.13
03/01/2018,1005.75,1005.75,1005.75,1005.75,4816.9,4272.7,4525.6,2081.2,17.3,March,18.2,24.4,9.76,30.28,31.35,54.0,37.1,67.0,29.66,379.85,323.13,187.5,237.5
03/02/2018,1000.75,1000.75,1000.75,1000.75,4816.9,4272.7,4525.6,2081.2,17.3,March,18.2,24.4,9.76,30.28,31.35,54.0,37.1,67.0,29.66,379.85,323.13,187.5,237.5
03/05/2018,1004.75,1004.75,1004.75,1004.75,4816.9,4272.7,4525.6,2081.2,17.3,March,18.2,24.4,9.76,30.28,31.35,54.0,37.1,67.0,29.66,379.85,323.13,187.5,237.5
03/06/2018,1012.25,1012.25,1012.25,1012.25,4816.9,4272.7,4525.6,2081.2,17.3,March,18.2,24.4,9.76,30.28,31.35,54.0,37.1,67.0,29.66,379.85,323.13,187.5,237.5
03/07/2018,1012.5,1012.5,1012.5,1012.5,4816.9,4272.7,4525.6,2081.2,17.3,March,18.2,24.4,9.76,30.28,31.35,54.0,37.1,67.0,29.66,379.85,323.13,187.5,237.5
03/08/2018,1010.0,1012.5,1009.5,1012.5,4816.9,4272.7,4525.6,2081.2,17.3,March,18.2,24.4,9.76,30.28,31.35,54.0,37.1,67.0,29.66,379.85,323.13,187.5,237.5
03/09/2018,1001.75,1001.75,1001.75,1001.75,4816.9,4272.7,4525.6,2081.2,17.3,March,18.2,24.4,9.76,30.28,31.35,54.0,37.1,67.0,29.66,379.85,323.13,187.5,237.5
03/12/2018,1009.0,1009.0,1009.0,1009.0,4816.9,4272.7,4525.6,2081.2,17.3,March,18.2,24.4,9.76,30.28,31.35,54.0,37.1,67.0,29.66,379.85,323.13,187.5,237.5
03/13/2018,1014.25,1014.25,1014.25,1014.25,4816.9,4272.7,4525.6,2081.2,17.3,March,18.2,24.4,9.76,30.28,31.35,54.0,37.1,67.0,29.66,379.85,323.13,187.5,237.5
03/14/2018,1003.0,1003.0,1003.0,1003.0,4816.9,4272.7,4525.6,2081.2,17.3,March,18.2,24.4,9.76,30.28,31.35,54.0,37.1,67.0,29.66,379.85,323.13,187.5,237.5
03/15/2018,1004.75,1004.75,1004.75,1004.75,4816.9,4272.7,4525.6,2081.2,17.3,March,18.2,24.4,9.76,30.28,31.35,54.0,37.1,67.0,29.66,379.85,323.13,187.5,237.5
03/16/2018,1010.0,1010.0,1010.0,1010.0,4816.9,4272.7,4525.6,2081.2,17.3,March,18.2,24.4,9.76,30.28,31.35,54.0,37.1,67.0,29.66,379.85,323.13,187.5,237.5
03/19/2018,1002.25,1002.25,1002.25,1002.25,4816.9,4272.7,4525.6,2081.2,17.3,March,18.2,24.4,9.76,30.28,31.35,54.0,37.1,67.0,29.66,379.85,323.13,187.5,237.5
03/20/2018,1004.0,1004.0,1004.0,1004.0,4816.9,4272.7,4525.6,2081.2,17.3,March,18.2,24.4,9.76,30.28,31.35,54.0,37.1,67.0,29.66,379.85,323.13,187.5,237.5
03/21/2018,1003.0,1003.0,1003.0,1003.0,4816.9,4272.7,4525.6,2081.2,17.3,March,18.2,24.4,9.76,30.28,31.35,54.0,37.1,67.0,29.66,379.85,323.13,187.5,237.5
03/22/2018,1002.75,1002.75,1002.75,1002.75,4816.9,4272.7,4525.6,2081.2,17.3,March,18.2,24.4,9.76,30.28,31.35,54.0,37.1,67.0,29.66,379.85,323.13,187.5,237.5
03/23/2018,1001.75,1001.75,1001.75,1001.75,4816.9,4272.7,4525.6,2081.2,17.3,March,18.2,24.4,9.76,30.28,31.35,54.0,37.1,67.0,29.66,379.85,323.13,187.5,237.5
03/26/2018,1001.25,1001.25,1001.25,1001.25,4816.9,4272.7,4525.6,2081.2,17.3,March,18.2,24.4,9.76,30.28,31.35,54.0,37.1,67.0,29.66,379.85,323.13,187.5,237.5
03/27/2018,996.75,996.75,996.75,996.75,4816.9,4272.7,4525.6,2081.2,17.3,March,18.2,24.4,9.76,30.28,31.35,54.0,37.1,67.0,29.66,379.85,323.13,187.5,237.5
03/28/2018,993.25,993.25,993.25,993.25,4816.9,4272.7,4525.6,2081.2,17.3,March,18.2,24.4,9.76,30.28,31.35,54.0,37.1,67.0,29.66,379.85,323.13,187.5,237.5
03/29/2018,1009.5,1009.5,1009.5,1009.5,4816.9,4272.7,4525.6,2081.2,17.3,March,18.2,24.4,9.76,30.28,31.35,54.0,37.1,67.0,29.66,379.85,323.13,187.5,237.5
04/02/2018,1000.75,1000.75,1000.75,1000.75,4662.0,4209.9,4438.1,1749.3,18.0,April,17.5,23.3,9.92,29.7,31.19,54.0,37.31,66.88,29.5,385.84,263.13,191.88,238.13
04/03/2018,1000.75,1000.75,1000.75,1000.75,4662.0,4209.9,4438.1,1749.3,18.0,April,17.5,23.3,9.92,29.7,31.19,54.0,37.31,66.88,29.5,385.84,263.13,191.88,238.13
04/04/2018,988.5,988.5,988.5,988.5,4662.0,4209.9,4438.1,1749.3,18.0,April,17.5,23.3,9.92,29.7,31.19,54.0,37.31,66.88,29.5,385.84,263.13,191.88,238.13
04/05/2018,996.0,996.0,996.0,996.0,4662.0,4209.9,4438.1,1749.3,18.0,April,17.5,23.3,9.92,29.7,31.19,54.0,37.31,66.88,29.5,385.84,263.13,191.88,238.13
04/06/2018,995.5,995.5,995.5,995.5,4662.0,4209.9,4438.1,1749.3,18.0,April,17.5,23.3,9.92,29.7,31.19,54.0,37.31,66.88,29.5,385.84,263.13,191.88,238.13
04/09/2018,998.25,998.25,998.25,998.25,4662.0,4209.9,4438.1,1749.3,18.0,April,17.5,23.3,9.92,29.7,31.19,54.0,37.31,66.88,29.5,385.84,263.13,191.88,238.13
04/10/2018,1003.75,1003.75,1003.75,1003.75,4662.0,4209.9,4438.1,1749.3,18.0,April,17.5,23.3,9.92,29.7,31.19,54.0,37.31,66.88,29.5,385.84,263.13,191.88,238.13
04/11/2018,1002.5,1002.5,1002.5,1002.5,4662.0,4209.9,4438.1,1749.3,18.0,April,17.5,23.3,9.92,29.7,31.19,54.0,37.31,66.88,29.5,385.84,263.13,191.88,238.13
04/12/2018,1000.0,1000.0,1000.0,1000.0,4662.0,4209.9,4438.1,1749.3,18.0,April,17.5,23.3,9.92,29.7,31.19,54.0,37.31,66.88,29.5,385.84,263.13,191.88,238.13
04/13/2018,997.5,997.5,997.5,997.5,4662.0,4209.9,4438.1,1749.3,18.0,April,17.5,23.3,9.92,29.7,31.19,54.0,37.31,66.88,29.5,385.84,263.13,191.88,238.13
04/16/2018,992.5,992.5,992.5,992.5,4662.0,4209.9,4438.1,1749.3,18.0,April,17.5,23.3,9.92,29.7,31.19,54.0,37.31,66.88,29.5,385.84,263.13,191.88,238.13
04/17/2018,994.75,994.75,994.75,994.75,4662.0,4209.9,4438.1,1749.3,18.0,April,17.5,23.3,9.92,29.7,31.19,54.0,37.31,66.88,29.5,385.84,263.13,191.88,238.13
04/18/2018,999.5,999.5,999.5,999.5,4662.0,4209.9,4438.1,1749.3,18.0,April,17.5,23.3,9.92,29.7,31.19,54.0,37.31,66.88,29.5,385.84,263.13,191.88,238.13
04/19/2018,1000.75,1000.75,1000.75,1000.75,4662.0,4209.9,4438.1,1749.3,18.0,April,17.5,23.3,9.92,29.7,31.19,54.0,37.31,66.88,29.5,385.84,263.13,191.88,238.13
04/20/2018,995.25,995.25,995.25,995.25,4662.0,4209.9,4438.1,1749.3,18.0,April,17.5,23.3,9.92,29.7,31.19,54.0,37.31,66.88,29.5,385.84,263.13,191.88,238.13
04/23/2018,993.75,993.75,993.75,993.75,4662.0,4209.9,4438.1,1749.3,18.0,April,17.5,23.3,9.92,29.7,31.19,54.0,37.31,66.88,29.5,385.84,263.13,191.88,238.13
04/24/2018,990.0,990.0,990.0,990.0,4662.0,4209.9,4438.1,1749.3,18.0,April,17.5,23.3,9.92,29.7,31.19,54.0,37.31,66.88,29.5,385.84,263.13,191.88,238.13
04/25/2018,992.0,992.0,992.0,992.0,4662.0,4209.9,4438.1,1749.3,18.0,April,17.5,23.3,9.92,29.7,31.19,54.0,37.31,66.88,29.5,385.84,263.13,191.88,238.13
04/26/2018,991.0,991.0,991.0,991.0,4662.0,4209.9,4438.1,1749.3,18.0,April,17.5,23.3,9.92,29.7,31.19,54.0,37.31,66.88,29.5,385.84,263.13,191.88,238.13
04/27/2018,999.5,999.5,999.5,999.5,4662.0,4209.9,4438.1,1749.3,18.0,April,17.5,23.3,9.92,29.7,31.19,54.0,37.31,66.88,29.5,385.84,263.13,191.88,238.13
04/30/2018,999.5,999.5,999.5,999.5,4662.0,4209.9,4438.1,1749.3,18.0,April,17.5,23.3,9.92,29.7,31.19,54.0,37.31,66.88,29.5,385.84,263.13,191.88,238.13
05/01/2018,1006.25,1006.25,1006.25,1006.25,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
05/02/2018,997.75,997.75,997.75,997.75,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
05/03/2018,998.25,998.25,998.25,998.25,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
05/04/2018,995.0,995.0,995.0,995.0,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
05/07/2018,983.0,983.0,983.0,983.0,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
05/08/2018,985.25,985.25,985.25,985.25,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
05/09/2018,983.25,983.25,981.75,981.75,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
05/10/2018,986.75,986.75,986.75,986.75,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
05/11/2018,982.0,983.75,982.0,983.75,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
05/14/2018,984.25,984.25,984.25,984.25,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
05/15/2018,984.5,984.5,984.5,984.5,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
05/16/2018,982.75,982.75,982.75,982.75,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
05/17/2018,982.0,982.0,980.75,980.75,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
05/18/2018,977.0,977.0,977.0,977.0,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
05/21/2018,995.0,995.0,995.0,995.0,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
05/22/2018,997.75,997.75,997.75,997.75,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
05/23/2018,1005.0,1005.0,1005.0,1005.0,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
05/24/2018,1001.75,1001.75,1001.75,1001.75,4602.0,4168.8,4689.4,2315.3,17.9,May,18.5,22.7,10.1,29.4,31.25,54.0,38.25,66.5,29.65,393.55,262.5,201.5,267.5
